UserId,degree,betweenness,closeness,eigenvector,pagerank,clustering,eccentricity,pagerank_lph
0,0.008955223880597015,6.877522798607001,0.29208635441071856,0.010179456047253064,0.0007936253610078061,0.7333333333333333,7.0,0.0009874136254490805
1,0.014925373134328358,173.17252131920915,0.26624212536361636,0.0004175565622446849,0.0016735056400019924,0.28888888888888886,6.0,0.0038935999238956915
2,0.004477611940298508,0.125,0.2746716663393558,0.003595373267962585,0.0005017588602444379,0.6666666666666666,7.0,0.000967522559476108
3,0.022388059701492536,39.84387860105625,0.3513947882889602,0.04321374803015355,0.0013989193043881184,0.7142857142857143,5.0,0.0010419055243016814
4,0.008955223880597015,1.1007785861049286,0.30628220657373384,0.013957640737617134,0.0006753476981551134,0.6666666666666666,6.0,0.0007199458935962387
5,0.007462686567164179,1.2228696741854637,0.2917037085315779,0.009212306569055233,0.0006283812293031513,0.6,6.0,0.0008380766385059808
6,0.013432835820895522,130.15172404846737,0.2716557513368497,0.00091908424204155,0.0013914499760830108,0.25,6.0,0.0028534883314196313
7,0.011940298507462687,86.74941920795254,0.3076929951807063,0.0177659754056782,0.000917821291708976,0.7142857142857143,6.0,0.00065620846734297
8,0.013432835820895522,58.0057155996864,0.328417646281865,0.020430426646988343,0.0009777013769127632,0.6944444444444444,5.0,0.0006706938354120096
9,0.007462686567164179,0.0,0.316738498121059,0.016988200451991526,0.0006087275282183962,1.0,5.0,0.0006274915358746974
10,0.005970149253731343,0.11796536796536795,0.27410812168129395,0.005988277992475775,0.0005446554866174424,0.8333333333333334,7.0,0.0011971436149164998
11,0.010447761194029851,4.59577918719979,0.3263319455482723,0.01711432366618845,0.0007672695685665182,0.6190476190476191,6.0,0.0006805403721628838
12,0.007462686567164179,0.125,0.27535098620664195,0.006763350366686089,0.0006494264813643435,0.9,7.0,0.001107317271521406
13,0.0029850746268656717,0.0,0.29081475513161226,0.0048286863541999805,0.00043022203272492603,1.0,6.0,0.0006971149022568446
14,0.21194029850746268,39916.00796569557,0.4788541165142031,0.23874381188060081,0.012084713846479626,0.11916891419438617,5.0,0.000806554060444343
15,0.005970149253731343,0.09509803921568627,0.29094141661032813,0.008241342503264401,0.0005143501174734408,0.8333333333333334,6.0,0.0007004394044509651
16,0.058208955223880594,886.4761983826677,0.35531994283899654,0.07946720945341303,0.0033612320997536355,0.300944669365722,6.0,0.0007446905212226426
17,0.010447761194029851,38.91642545831142,0.22713413551081718,0.00027656339389809536,0.0012305812748134954,0.38095238095238093,7.0,0.0034009225433978144
18,0.06567164179104477,14659.98005309529,0.35875482950446475,0.017651908373592227,0.00607962993576246,0.14904862579281183,5.0,0.0019841439582257486
19,0.01791044776119403,176.95695609425692,0.28855356049128006,0.013199615182612869,0.0014404875499091417,0.4090909090909091,7.0,0.000986915835956132
20,0.020895522388059702,402.4135742450181,0.2782180310442788,0.003676045170749324,0.0019147390366581894,0.3076923076923077,6.0,0.00235410015540556
21,0.026865671641791045,40.53329339907413,0.3363552328989493,0.04354133697909383,0.001542453147628623,0.5882352941176471,6.0,0.0008134103232031294
22,0.07014925373134329,3855.8118422963057,0.4060799346731388,0.09912534567849841,0.00419212786002893,0.28677150786308975,5.0,0.0007459849593583733
23,0.004477611940298508,0.0,0.2616535419260922,0.0003430364206083656,0.0006014203254344071,1.0,6.0,0.0023455422037041975
24,0.0029850746268656717,0.0,0.26413661231210495,0.000526847293550289,0.0005428908589175779,1.0,6.0,0.0024544114316052417
25,0.025373134328358207,70.83447699660438,0.2869422218802893,0.018252223609178178,0.0017434940095456197,0.45588235294117646,7.0,0.0013525209359347664
26,0.005970149253731343,4.952959318766382,0.29702156182183787,0.004980122511490619,0.0005681968056421694,0.16666666666666666,6.0,0.0007339683943335302
27,0.011940298507462687,16.655750856483408,0.32617260377798507,0.017414865235583697,0.0008933734648486946,0.7142857142857143,5.0,0.0006689393740705522
28,0.0029850746268656717,0.0,0.28269212549188044,0.0037882868971385437,0.00039960648831740663,1.0,7.0,0.0008298135362119739
29,0.12686567164179105,7857.628795111167,0.4164597833773774,0.15309746350530717,0.007536900972601839,0.19887955182072828,5.0,0.0007108761542147843
30,0.010447761194029851,2.446609483191358,0.3446860126611524,0.020699857785056223,0.0008007331893210183,0.9047619047619048,6.0,0.0010999103198981487
31,0.004477611940298508,0.0,0.22244471945964484,0.00010971459546096867,0.0006129508754588611,1.0,7.0,0.004373173346368236
32,0.016417910447761194,31.347598820609157,0.3819333862420316,0.04426017966169174,0.001039214382326661,0.8181818181818182,5.0,0.0007823981608441658
33,0.016417910447761194,6.9715695887916205,0.3174912036774303,0.02769911550408634,0.0011116594567532744,0.7636363636363637,5.0,0.0007959216132897844
34,0.004477611940298508,0.07402597402597402,0.2945332859511964,0.008258228578133709,0.00045180953081364343,0.6666666666666666,6.0,0.0006253726420061018
35,0.020895522388059702,1487.4607121756596,0.28031955205090786,0.0023694461809160685,0.0020971156220753735,0.32967032967032966,6.0,0.0027781203150087277
36,0.004477611940298508,0.0,0.2978160911891723,0.008937113155263588,0.0004608389805984992,1.0,6.0,0.000683890075555524
