UserId,degree,betweenness,closeness,eigenvector,pagerank,clustering,eccentricity
1,1.0,0.0,0.2873273184058074,0.008912991042671781,0.00044130042028024154,0.0,6.0
2,2.0,0.0,0.2642313700102749,0.0011360934864865098,0.0008055097375018359,1.0,5.0
3,1.0,0.0,0.27993820945860914,0.006726285891055861,0.0004237523593436168,0.0,6.0
4,3.0,0.0,0.30927500364966043,0.016430649780007973,0.0007689783942290935,1.0,5.0
5,2.0,0.0,0.2977638712268255,0.01536353492186064,0.000615506571997846,1.0,6.0
6,2.0,0.0,0.3338428521044851,0.024445951437222238,0.0005996844467626507,1.0,5.0
7,4.0,26.71101296364459,0.26785535814272726,0.0020004533391682912,0.0012191077678436048,0.5,5.0
8,3.0,3.8088074677280073,0.31634751445251114,0.022170281683189658,0.0007877936039085723,0.6666666666666666,6.0
9,2.0,0.0,0.31247690956979807,0.010538677187302252,0.000587030530717744,1.0,5.0
10,1.0,0.0,0.2782956550024396,0.004503331839128099,0.00041106906822519895,0.0,5.0
11,1.0,0.0,0.2873273184058074,0.008912991042671781,0.00044130042028024154,0.0,6.0
12,3.0,4.736805923436692,0.29303328898315134,0.00879619292775282,0.0007770308811780718,0.0,5.0
13,1.0,0.0,0.2899621977449,0.007081910857439758,0.00043866821089966147,0.0,6.0
14,1.0,0.0,0.31939078058481046,0.012465730254026898,0.00041797151541661233,0.0,5.0
15,115.0,25161.968138036144,0.4207943173864518,0.28036791304210845,0.024586126175524053,0.060259344012204424,5.0
16,1.0,0.0,0.2959061643653391,0.011980221183195344,0.00040611266206635967,0.0,6.0
17,9.0,70.9340139348896,0.3485634818035806,0.05600519828127547,0.00186358773198941,0.5833333333333334,5.0
18,1.0,0.0,0.2310415563103065,0.00029343243978433427,0.0005541846184023472,0.0,6.0
19,44.0,14662.962309168928,0.3684869216624978,0.06368252402285374,0.010496171561814273,0.10465116279069768,4.0
20,3.0,21.750747203971468,0.3136577387037416,0.01951522919946485,0.0008214417767468188,0.3333333333333333,6.0
21,7.0,121.94803261265278,0.2964345682302772,0.007430088656704618,0.0018037443144388189,0.3333333333333333,5.0
22,6.0,231.077023500218,0.3405197091465748,0.04057458248645504,0.0014155478927409034,0.6,5.0
23,32.0,5376.3988044123935,0.3903665096036572,0.12073876368930593,0.007136047175244092,0.1935483870967742,5.0
24,1.0,0.0,0.20999792309798257,6.429232819760554e-05,0.0005295110810094672,0.0,6.0
25,1.0,0.0,0.26904920293185614,0.0027211467466386617,0.0004271779549029741,0.0,5.0
26,3.0,0.0,0.33150945223955114,0.027975123083306883,0.00083728183180562,1.0,6.0
27,1.0,0.0,0.24721274491281492,0.0017743526157079212,0.0004119412041811969,0.0,6.0
28,2.0,0.0,0.31247690956979807,0.010538677187302252,0.000587030530717744,1.0,5.0
29,1.0,0.0,0.2873273184058074,0.008912991042671781,0.00044130042028024154,0.0,6.0
30,63.0,10891.765887655742,0.40963197583949473,0.1664154203492691,0.013251447730568048,0.1111111111111111,4.0
31,2.0,0.0,0.2940714937271129,0.01563927693372764,0.0006406530489035371,1.0,6.0
32,1.0,0.0,0.21350914239093918,8.723129585842899e-05,0.0005312822495251965,0.0,6.0
33,6.0,8.310084117070122,0.33757673250423026,0.039311339822637036,0.0012845863916372425,0.6,5.0
34,3.0,0.0,0.28820027466832504,0.011806591558365354,0.0007793558216606834,1.0,5.0
35,1.0,0.0,0.31939078058481046,0.012465730254026898,0.00041797151541661233,0.0,5.0
36,4.0,319.4166808333981,0.26507522268895045,0.0014838810998146772,0.0013870745913262083,0.5,5.0
37,2.0,0.0,0.29577435761061066,0.01106783398631409,0.0005873458390570401,1.0,5.0
38,4.0,10.495897403063578,0.3097077578525284,0.018754475700244046,0.0010814498848323265,0.6666666666666666,6.0
39,1.0,0.0,0.2124842985074627,8.484255715454032e-05,0.000536001700251012,0.0,6.0
40,1.0,0.0,0.2873273184058074,0.008912991042671781,0.00044130042028024154,0.0,6.0
41,4.0,0.0,0.3382646117350081,0.04006651300371292,0.0009401940610689134,1.0,5.0
