UserId,degree,betweenness,closeness,eigenvector,pagerank,clustering,eccentricity,pagerank_lph
0,0.004477611940298508,0.0,0.3281096963761019,0.011164048364340207,0.0004592442831388107,1.0,6.0,0.0010526707396082962
1,0.01791044776119403,339.1010970268759,0.2932166301969365,0.0013250977400510926,0.0018882888760342153,0.2878787878787879,5.0,0.0025583944101988305
2,0.005970149253731343,0.7210084160538833,0.33004926108374383,0.012194902997690259,0.000543946521625463,0.6666666666666666,6.0,0.0012109306920348836
3,0.028358208955223882,158.99889110830685,0.3757711721817162,0.03833249639876761,0.0018126339719558404,0.52046783625731,5.0,0.0014663862533283104
4,0.007462686567164179,0.6730552525968827,0.3302119270576639,0.013358859425869125,0.0006100103436534489,0.7,6.0,0.0013959475560442968
5,0.007462686567164179,4.421294781496953,0.3388973191704603,0.011200551759724574,0.0006381712121311072,0.4,6.0,0.0010347963614890576
6,0.011940298507462687,57.125805241431095,0.29777777777777775,0.002560124253742214,0.0011400229513385848,0.2857142857142857,5.0,0.002024146851587747
7,0.007462686567164179,34.986218825704825,0.35023523261892314,0.017330893090866394,0.0006314107232524633,0.6,6.0,0.0011501608317840708
8,0.013432835820895522,47.284642036716065,0.35244608100999475,0.015421205378032965,0.0010209958762183442,0.5555555555555556,5.0,0.0010283273715597254
9,0.007462686567164179,0.0,0.340620233858668,0.013956161734849098,0.0006211998787441208,1.0,5.0,0.0009261570397697633
10,0.007462686567164179,0.8349127627590627,0.2995082700044703,0.008735502371403138,0.0006208397232786261,0.6,7.0,0.0012796141991553043
11,0.011940298507462687,3.33828261316168,0.3641304347826087,0.018544075722687438,0.0008513202600623486,0.6785714285714286,5.0,0.0009062924490877741
12,0.004477611940298508,0.0,0.30385487528344673,0.009183039247450706,0.000462474546493815,1.0,7.0,0.0010664159310463126
13,0.0029850746268656717,0.0,0.32555879494655005,0.005754230884862355,0.0003914504265029675,1.0,5.0,0.0007927650743437559
14,0.23283582089552238,28614.76677682324,0.5011219147344802,0.2259933445456306,0.013551008404879005,0.10851943755169562,5.0,0.001050596952316046
15,0.005970149253731343,0.17261904761904762,0.33992897006595635,0.012536061041551944,0.0005290101266276383,0.8333333333333334,6.0,0.0009831690398192901
16,0.04328358208955224,842.8707727180848,0.4208542713567839,0.07304312975380814,0.0025735850875496812,0.39408866995073893,5.0,0.0012212081692713475
17,0.008955223880597015,10.166175545467922,0.2774327122153209,0.0009055100632049451,0.0009757354025671076,0.4,5.0,0.0022751733097126615
18,0.08507462686567165,7809.66347030782,0.39250146455770357,0.04663373847598524,0.006473320734551914,0.15726817042606517,4.0,0.0011818396174125014
19,0.013432835820895522,178.2060166735434,0.38154897494305234,0.020320084255469335,0.0010101570752569556,0.4722222222222222,5.0,0.001270535551315207
20,0.025373134328358207,235.4443730327323,0.31220876048462254,0.009688450236873173,0.0019357433701198226,0.2867647058823529,5.0,0.001444461430458909
21,0.020895522388059702,53.95952334556063,0.33685268979386623,0.02893630073899851,0.0013429313871589756,0.37362637362637363,6.0,0.0017824745088591218
22,0.09104477611940298,4203.701665025671,0.44786096256684493,0.1152997922431029,0.005258840330355069,0.22950819672131148,5.0,0.0012271871437022498
23,0.004477611940298508,1.6117510953007406,0.2761747732893652,0.0005540248188557051,0.000579608407169575,0.3333333333333333,5.0,0.0017166226651673785
24,0.0029850746268656717,0.0,0.2847428814279643,0.0014503091986120314,0.00044551096208517117,1.0,5.0,0.0010705950944521483
25,0.020895522388059702,199.73459774329834,0.3623580313683072,0.02444990641898313,0.0014704662554052862,0.37362637362637363,6.0,0.00136041882390436
26,0.004477611940298508,0.16993464052287582,0.3080459770114943,0.003945715748865077,0.0004902026805892502,0.6666666666666666,5.0,0.0009099334810961114
27,0.007462686567164179,0.07692307692307693,0.3437660338635198,0.009723990865756057,0.0006428707422763183,0.9,5.0,0.0009656479558393457
28,0.0029850746268656717,0.0,0.32196059586737147,0.0073670525603253875,0.00038293354699124783,1.0,6.0,0.0010362599721527987
29,0.15074626865671642,8751.732179941277,0.4542372881355932,0.14285390083701652,0.009332579115812058,0.15801980198019802,4.0,0.0009611503831039638
30,0.007462686567164179,0.0,0.3625541125541126,0.022772868803992683,0.0006037324532517181,1.0,6.0,0.0010759692428734791
31,0.005970149253731343,4.583470549210834,0.23320570831883047,0.00016169952318316667,0.0007732442209436742,0.5,6.0,0.003989951624784181
