UserId,num_communities,community_ids,local_pluralistic_hom
1,0,,0.0
2,2,1;3,0.5
3,2,1;2,0.5833333333333333
4,2,0;1,0.5555555555555555
5,2,0;2,0.5833333333333333
6,2,0;1,0.5
7,1,1,0.38888888888888884
8,2,0;2,0.611111111111111
9,0,,0.0
10,1,0,0.25
11,1,0,0.29166666666666663
12,0,,0.0
13,0,,0.0
14,0,,0.0
15,4,0;1;2;3,0.6024305555555556
16,0,,0.0
17,3,0;1;2,0.925
18,0,,0.0
19,5,0;1;2;3;4,0.5148936170212768
20,3,0;1;2,0.8333333333333334
21,3,0;1;3,0.6595238095238096
22,3,0;1;2,0.7
23,3,0;1;2,0.8363095238095238
24,0,,0.0
25,0,,0.0
26,1,0,0.29166666666666663
27,0,,0.0
28,1,0,0.25
29,0,,0.0
30,4,0;1;2;3,0.6746153846153846
31,2,0;2,0.5833333333333333
32,0,,0.0
33,3,0;1;2,0.875
34,3,0;1;2,0.775
35,0,,0.0
36,3,1;3;4,0.8833333333333334
37,0,,0.0
38,2,0;2,0.5555555555555555
39,1,3,0.41666666666666663
40,0,,0.0
41,3,0;1;2,0.8
42,1,0,0.3333333333333333
43,1,1,0.27777777777777773
44,0,,0.0
45,0,,0.0
46,2,0;2,0.5833333333333333
47,2,3;4,0.6666666666666666
48,3,0;1;2,0.7971014492753624
49,2,1;2,0.5555555555555555
50,0,,0.0
51,0,,0.0
52,2,0;1,0.5833333333333333
53,1,0,0.25
54,0,,0.0
55,0,,0.0
56,3,0;1;2,0.8888888888888888
57,2,0;1,0.6575757575757576
58,3,0;1;2,0.8333333333333334
59,2,0;1,0.5833333333333333
60,1,1,0.29166666666666663
61,3,0;1;2,0.8125
62,2,0;2,0.6666666666666666
63,3,0;1;2,0.75
64,0,,0.0
65,0,,0.0
66,0,,0.0
67,2,1;3,0.5777777777777778
68,2,0;2,0.611111111111111
69,2,1;2,0.5
70,3,0;1;3,0.25999999999999995
71,0,,0.0
72,2,0;2,0.6666666666666666
73,3,0;1;2,0.6036414565826328
74,0,,0.0
75,3,0;1;2,0.8333333333333334
76,0,,0.0
77,3,0;1;2,0.9
78,3,0;1;2,0.9
79,2,0;1,0.5833333333333333
80,0,,0.0
81,2,0;2,0.5555555555555555
82,0,,0.0
83,3,0;1;2,0.875
84,1,0,0.29166666666666663
85,2,1;3,0.41666666666666674
86,3,1;3;4,0.5125
87,0,,0.0
88,3,0;1;2,0.9375
89,0,,0.0
