UserId,degree,betweenness,closeness,eigenvector,pagerank,clustering,eccentricity,pagerank_lph
0,0.004477611940298508,0.34882025860365184,0.3808982376350199,0.011468966349653293,0.00046758361990536525,0.6666666666666666,5.0,0.0011141097719887796
1,0.019402985074626865,278.48410568916967,0.31935176358436607,0.0016663129432128987,0.0018864629434478483,0.2948717948717949,4.0,0.001943992989307496
2,0.005970149253731343,0.0,0.40361445783132527,0.016399326905078306,0.000559375256924815,1.0,5.0,0.001138115972655244
3,0.029850746268656716,431.9233125119117,0.4219143576826197,0.042401545181597715,0.0019310954823025042,0.43157894736842106,4.0,0.001532209829130881
4,0.008955223880597015,0.5181555280468324,0.3588644884841993,0.015420759212463189,0.0007083195984202156,0.8666666666666667,6.0,0.0012193361922575782
5,0.005970149253731343,0.0,0.3707802988378528,0.012533934292574342,0.0005362037153166228,1.0,5.0,0.0012563413776751078
6,0.016417910447761194,92.71013976108495,0.3287536800785083,0.003940358938049184,0.0013629728421737438,0.2545454545454545,4.0,0.001611899655846748
7,0.011940298507462687,72.73063856642813,0.36813186813186816,0.022432585628052143,0.0009134146031030511,0.7142857142857143,6.0,0.0011163900730327254
8,0.016417910447761194,23.83157297668179,0.3580972741849278,0.014551015979755461,0.001135523274939282,0.6,4.0,0.0015079455916041933
9,0.008955223880597015,0.0,0.3699613473219216,0.018708821066662946,0.0006843425744224853,1.0,5.0,0.0013988779375194718
10,0.008955223880597015,8.377048044696739,0.36552100381887614,0.013798235992890748,0.0007080487175967214,0.4666666666666667,5.0,0.0015922068756894048
11,0.013432835820895522,5.316667125245281,0.3759820426487093,0.018961502260467243,0.0009279230548690126,0.6388888888888888,5.0,0.0017059181651191795
12,0.005970149253731343,0.2776190476190476,0.34411915767847967,0.01019034002142511,0.0005529493475832498,0.8333333333333334,6.0,0.001234511037930971
13,0.004477611940298508,0.0,0.3720155469183787,0.010584843470534979,0.00048358691419220245,1.0,5.0,0.0012624856667085387
14,0.3194029850746269,26890.458720364804,0.5304829770387965,0.22896199552626936,0.020437878838509747,0.0678337940415076,5.0,0.0011893982042902836
15,0.004477611940298508,0.0,0.36853685368536854,0.011330095775797345,0.0004575843495558171,1.0,5.0,0.001330156267367396
16,0.05223880597014925,376.97198554267493,0.42948717948717946,0.06789972982671866,0.0030343999108722606,0.30084033613445377,5.0,0.001310438303336722
17,0.010447761194029851,49.00413707196464,0.3100416473854697,0.0015389636072433712,0.0010466403222214435,0.38095238095238093,4.0,0.0016289706513584125
18,0.10149253731343283,9943.717123431255,0.43762246897452645,0.05319375722223911,0.007327378256372885,0.1356453028972783,3.0,0.0012664249758130924
19,0.013432835820895522,28.692299832326665,0.4068002428658167,0.026004061818992168,0.0009468925254326017,0.5555555555555556,5.0,0.001546145596414436
20,0.03134328358208955,728.4867318917495,0.3759820426487093,0.014867749736612902,0.002275440306396266,0.22380952380952382,4.0,0.001439127569262608
21,0.023880597014925373,80.97476835968172,0.41205412054120544,0.03705035032007389,0.001495897783095148,0.425,5.0,0.0013197128364041129
22,0.08059701492537313,1481.4623646128064,0.46143250688705234,0.09866581638508869,0.004766351281906348,0.23619846261355695,5.0,0.0012770470112396612
23,0.004477611940298508,3.249790975481938,0.3067765567765568,0.0007346142265675129,0.000552443497928881,0.3333333333333333,4.0,0.00162138083283607
24,0.004477611940298508,0.5,0.3052391799544419,0.001407173755566866,0.0006371246748304491,0.6666666666666666,4.0,0.0016248252460201926
25,0.023880597014925373,19.833538448952368,0.3699613473219216,0.02742385630734189,0.0015726223474753992,0.4666666666666667,6.0,0.0015860994823648036
26,0.005970149253731343,2.3142123427441303,0.3413143148242486,0.006266641025667246,0.0005456875931457805,0.5,5.0,0.0012405959046718274
27,0.008955223880597015,0.0625,0.3713968957871397,0.013359595152238729,0.0007040978744033863,0.9333333333333333,5.0,0.0011393185948494033
28,0.004477611940298508,0.0,0.37535014005602246,0.01249293763157055,0.0004589327397486606,1.0,5.0,0.0011249347045275034
29,0.1761194029850746,8522.796593044695,0.5030030030030029,0.164461609812475,0.010493553108905249,0.14515428074750109,4.0,0.0012928347976204535
30,0.008955223880597015,0.3526321358926615,0.3793884484711212,0.023389578752606156,0.0007024041838430066,0.9333333333333333,6.0,0.0013742656296607191
31,0.005970149253731343,0.47027639705918833,0.30098831985624436,0.0005701154728112592,0.0006737377034649572,0.6666666666666666,4.0,0.0017654832448385127
32,0.013432835820895522,0.8008410498002465,0.42218021424070573,0.03577074839395236,0.0009203836319779715,0.9166666666666666,5.0,0.0016729304353251427
33,0.016417910447761194,6.538092707805439,0.3931924882629108,0.026798455194861077,0.0011097009197000092,0.7454545454545455,5.0,0.0020637633031702855
34,0.0029850746268656717,0.0,0.3911266783420899,0.011649104249223248,0.00038714652582839574,1.0,5.0,0.0010679625037523749
35,0.019402985074626865,1114.0627218789439,0.3380423814328961,0.005226812347686035,0.0016910817217555777,0.41025641025641024,4.0,0.001862083658724223
36,0.004477611940298508,0.0,0.3759820426487093,0.009988146812348274,0.00046449995547596115,1.0,5.0,0.0013392984296590022
37,0.013432835820895522,14.608767387821828,0.36712328767123287,0.02111285680955653,0.0009554099562080003,0.3888888888888889,6.0,0.0014544672005865366
38,0.014925373134328358,76.48025822106324,0.3310276679841897,0.00280409219573702,0.0013231808513774273,0.5333333333333333,4.0,0.0020135066946600326
39,0.005970149253731343,3.6963801852475036,0.3600214938205266,0.011155044852384683,0.0005766088068425907,0.8333333333333334,6.0,0.001834878861787324
40,0.022388059701492536,56.20658999384909,0.43114543114543114,0.03996125237814959,0.0014366431032785062,0.5047619047619047,5.0,0.0017447390442224843
41,0.004477611940298508,0.0,0.34895833333333337,0.008435433808277217,0.0004697112020419288,1.0,6.0,0.001138615000982189
42,0.016417910447761194,7.910993239592016,0.3911266783420899,0.026325165604674537,0.001096072338983191,0.6181818181818182,5.0,0.0016309241718970567
43,0.004477611940298508,2.7164338545963997,0.27928303459774906,0.0004919678327488617,0.0006018371416956636,0.3333333333333333,5.0,0.0013316476241053748
44,0.004477611940298508,0.8654657144443638,0.36833424958768557,0.010532973811181623,0.00046352251964351405,0.6666666666666666,5.0,0.0013907027427390506
45,0.005970149253731343,60.94329933479792,0.39504716981132076,0.014978944899888954,0.0005961398853448766,0.6666666666666666,5.0,0.0011733003221512783
46,0.010447761194029851,12.230925333938709,0.2667197452229299,0.00033350200330182865,0.001091477341200839,0.42857142857142855,5.0,0.003156343838360606
47,0.07462686567164178,669.3111492388048,0.39976133651551315,0.07042296398128708,0.004578784179147793,0.23346938775510204,6.0,0.001187933232712544
48,0.005970149253731343,0.0,0.37746478873239436,0.014039999320624382,0.0005390522613679914,1.0,5.0,0.0012409491172765204
49,0.005970149253731343,11.239698944512254,0.28258118937157317,0.00036600832609079686,0.0007324754415024039,0.16666666666666666,5.0,0.0017998204212708907
